Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:10:32.858839862Z {"level":"DEBUG","time":1721610632856,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.143044762Z {"level":"ERROR","time":1721610633142,"pid":1,"hostname":"cb713ad26136","error":"unstaked paymaster accessed 0xc17f91dad5d52136507db440d4cd40bdacc06ac8 slot 0xb9a6727a91d31923b772cc372176d8e4c0ea7e2a41a3c15407ea2f525433144e","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.149696477Z {"level":"DEBUG","time":1721610633149,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.424485823Z {"level":"DEBUG","time":1721610633424,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.427902968Z {"level":"DEBUG","time":1721610633424,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.427918436Z {"level":"DEBUG","time":1721610633424,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.427923947Z {"level":"DEBUG","time":1721610633425,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.715378848Z {"level":"DEBUG","time":1721610633715,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.718969863Z {"level":"DEBUG","time":1721610633718,"pid":1,"hostname":"cb713ad26136","sender":"0x57c3A4a4A1D09eD080fCBE55E134055B95a93282","nonce":"0x0","userOpHash":"0x67f7154bbe333e7212ed0526c72a6f4ef10096633661c8cc424bccecef610760","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:33.724629344Z {"level":"DEBUG","time":1721610633724,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.000036229Z {"level":"DEBUG","time":1721610633999,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.003764701Z {"level":"DEBUG","time":1721610633999,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.003786892Z {"level":"DEBUG","time":1721610634000,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.003797281Z {"level":"DEBUG","time":1721610634000,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.290793023Z {"level":"DEBUG","time":1721610634290,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.294306054Z {"level":"DEBUG","time":1721610634294,"pid":1,"hostname":"cb713ad26136","sender":"0x59eA24010C3ae1e30703Bea530d886483f59097b","nonce":"0x0","userOpHash":"0x6799821c6f395f95cb035f87c049c778ae9eb3fbe398b3f43a443ed421017f92","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.299725872Z {"level":"DEBUG","time":1721610634299,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.680620569Z {"level":"DEBUG","time":1721610634680,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.684199051Z {"level":"DEBUG","time":1721610634680,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.684239406Z {"level":"DEBUG","time":1721610634680,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.684246098Z {"level":"DEBUG","time":1721610634681,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.992379359Z {"level":"DEBUG","time":1721610634992,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:34.996613309Z {"level":"DEBUG","time":1721610634996,"pid":1,"hostname":"cb713ad26136","sender":"0x27D87dF2eAB409D7A3c2aAD8eEFB23cF309f7f00","nonce":"0x0","userOpHash":"0xd758e93c89364c36d54e71629da48fa52df40ec07dc27e9565201e107491423f","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:35.002417759Z {"level":"DEBUG","time":1721610635002,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:35.645278369Z {"level":"DEBUG","time":1721610635645,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:35.650964006Z {"level":"DEBUG","time":1721610635645,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:35.650987650Z {"level":"DEBUG","time":1721610635645,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:35.650998470Z {"level":"DEBUG","time":1721610635646,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.125884689Z {"level":"ERROR","time":1721610636125,"pid":1,"hostname":"cb713ad26136","error":"unstaked paymaster accessed 0x6d9b7ac273c07365e8a54c002985d5817757650e slot 0x179f040b835ba4b3c6b6e6479c595dadd90e3482ff94f27de62b3473cb93726c","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.132656810Z {"level":"DEBUG","time":1721610636132,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.512352938Z {"level":"DEBUG","time":1721610636512,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.515912006Z {"level":"DEBUG","time":1721610636512,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.515926673Z {"level":"DEBUG","time":1721610636512,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.515932244Z {"level":"DEBUG","time":1721610636513,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.706218382Z {"level":"ERROR","time":1721610636705,"pid":1,"hostname":"cb713ad26136","error":"unstaked paymaster must not return context","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:36.712201585Z {"level":"DEBUG","time":1721610636712,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.091514437Z {"level":"DEBUG","time":1721610637091,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.094762324Z {"level":"DEBUG","time":1721610637091,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.094797159Z {"level":"DEBUG","time":1721610637091,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.094809021Z {"level":"DEBUG","time":1721610637092,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.380613539Z {"level":"ERROR","time":1721610637380,"pid":1,"hostname":"cb713ad26136","error":"unstaked paymaster accessed 0x3b892946bfc5e0db8f26e9ea88142253e8c1ad7a slot 0xaed3469875ad6750e818d667b5bd08036a9d5a353af5c0e81a03431a837a7b39","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.386942718Z {"level":"DEBUG","time":1721610637386,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.764834900Z {"level":"DEBUG","time":1721610637764,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.767816648Z {"level":"DEBUG","time":1721610637764,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.767832127Z {"level":"DEBUG","time":1721610637764,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:37.767840753Z {"level":"DEBUG","time":1721610637765,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.149184072Z {"level":"ERROR","time":1721610638148,"pid":1,"hostname":"cb713ad26136","error":"paymaster internally reverts on oog","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.154957133Z {"level":"DEBUG","time":1721610638154,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.532949397Z {"level":"DEBUG","time":1721610638532,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.536768693Z {"level":"DEBUG","time":1721610638532,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.536789331Z {"level":"DEBUG","time":1721610638533,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.536798448Z {"level":"DEBUG","time":1721610638533,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.825325550Z {"level":"ERROR","time":1721610638825,"pid":1,"hostname":"cb713ad26136","error":"paymaster internally reverts on oog","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:10:38.830773563Z {"level":"DEBUG","time":1721610638830,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.230841054Z {"level":"DEBUG","time":1721610639230,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.234093471Z {"level":"DEBUG","time":1721610639230,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.234110453Z {"level":"DEBUG","time":1721610639230,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.234127014Z {"level":"DEBUG","time":1721610639231,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.487923683Z {"level":"DEBUG","time":1721610639487,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.489948856Z {"level":"DEBUG","time":1721610639489,"pid":1,"hostname":"cb713ad26136","sender":"0xA854D8Ab6617B6E56Ab221Eb02ffd16a8FCE9e77","nonce":"0x0","userOpHash":"0xd808152387a770982e15ddb967ee63f08f5fb267d713eb6036f24ce5747d34b7","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:39.494625785Z {"level":"DEBUG","time":1721610639494,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.003150015Z {"level":"DEBUG","time":1721610640002,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.006360077Z {"level":"DEBUG","time":1721610640003,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.006400673Z {"level":"DEBUG","time":1721610640003,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.006411653Z {"level":"DEBUG","time":1721610640003,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.287572652Z {"level":"DEBUG","time":1721610640287,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.290942043Z {"level":"DEBUG","time":1721610640290,"pid":1,"hostname":"cb713ad26136","sender":"0x6C13c8D78Eb7D9F62D2313d982D1Ce636B6AaC92","nonce":"0x0","userOpHash":"0x80df90acdb73712bc460fc4e3eb079ee66f9cd065f3c6d23ed5c9798aa9a7dd1","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.296453084Z {"level":"DEBUG","time":1721610640296,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.805326565Z {"level":"DEBUG","time":1721610640805,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.808782961Z {"level":"DEBUG","time":1721610640805,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.808811474Z {"level":"DEBUG","time":1721610640805,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:40.808820691Z {"level":"DEBUG","time":1721610640806,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.101305199Z {"level":"DEBUG","time":1721610641101,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.104608337Z {"level":"DEBUG","time":1721610641104,"pid":1,"hostname":"cb713ad26136","sender":"0x463E8AAE9711b952E65D26D9F146c7aF74aE5Da4","nonce":"0x0","userOpHash":"0x8bd4127ccdd2708dcab1d0f36f76fc05ecd06d606b3e96cf9db9c2691b6e4082","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.110418748Z {"level":"DEBUG","time":1721610641110,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.616838361Z {"level":"DEBUG","time":1721610641616,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.620123950Z {"level":"DEBUG","time":1721610641616,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.620157532Z {"level":"DEBUG","time":1721610641616,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.620169114Z {"level":"DEBUG","time":1721610641617,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.876913347Z {"level":"DEBUG","time":1721610641876,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.879209694Z {"level":"DEBUG","time":1721610641879,"pid":1,"hostname":"cb713ad26136","sender":"0xFa0664B21D3Ea8C2EB747fDB2102ee23d48142b9","nonce":"0x0","userOpHash":"0xbf0a6d5de3d05ede40fb88076e024023b93ffcc131f8cf532a550d29891642de","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:10:41.884665843Z {"level":"DEBUG","time":1721610641884,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:42.394145887Z {"level":"DEBUG","time":1721610642393,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:10:42.397658820Z {"level":"DEBUG","time":1721610642393,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:42.397680110Z {"level":"DEBUG","time":1721610642394,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:10:42.397686161Z {"level":"DEBUG","time":1721610642394,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
